congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
116,Senate,41901,34,0.0,MO,200,,,"HAWLEY, Joshua David",H001089,1979,,0.835,-0.383,-109.42786,0.84806,664,37,,0.618,-0.383
116,Senate,21338,64,0.0,MT,200,,,"DAINES, Steve",D000618,1962,,0.591,-0.034,-65.53644,0.90506,657,25,,0.58,-0.214
116,Senate,40702,64,0.0,MT,100,,,"TESTER, Jon",T000464,1956,,-0.213,0.153,-88.218,0.87235,646,35,,-0.237,0.158
116,Senate,41302,35,0.0,NE,200,,,"FISCHER, Debra (Deb)",F000463,1951,,0.462,0.327,-25.12612,0.96168,643,8,,0.48,0.486
116,Senate,41503,35,0.0,NE,200,,,"SASSE, Benjamin Eric",S001197,1972,,0.669,-0.25,-41.30191,0.93788,644,15,,0.717,-0.012
116,Senate,21743,65,0.0,NV,100,,,"ROSEN, Jacklyn Sheryl",R000608,1957,,-0.286,0.315,-67.18215,0.90377,664,22,,-0.321,0.339
116,Senate,41700,65,0.0,NV,100,,,"CORTEZ MASTO, Catherine Marie",C001113,1964,,-0.356,0.323,-62.93497,0.90957,664,24,,-0.354,0.337
116,Senate,40906,4,0.0,NH,100,,,"SHAHEEN, Jeanne",S001181,1947,,-0.228,-0.137,-80.7643,0.88498,661,29,,-0.216,-0.036
116,Senate,41702,4,0.0,NH,100,,,"HASSAN, Margaret (Maggie)",H001076,1958,,-0.231,0.032,-76.81195,0.89138,668,29,,-0.214,0.006
116,Senate,29373,12,0.0,NJ,100,,,"MENENDEZ, Robert",M000639,1954,,-0.366,-0.126,-122.74105,0.83123,664,52,,-0.382,-0.125
116,Senate,41308,12,0.0,NJ,100,,,"BOOKER, Cory Anthony",B001288,1969,,-0.556,-0.255,-53.37008,0.8771,407,23,,-0.551,-0.382
116,Senate,20930,66,0.0,NM,100,,,"HEINRICH, Martin",H001046,1971,,-0.334,-0.009,-119.35397,0.83059,643,54,,-0.393,-0.015
116,Senate,29924,66,0.0,NM,100,,,"UDALL, Thomas (Tom)",U000039,1948,,-0.453,0.161,-82.54995,0.88176,656,36,,-0.435,0.04
116,Senate,14858,13,0.0,NY,100,,,"SCHUMER, Charles Ellis (Chuck)",S000148,1950,,-0.355,-0.419,-105.47867,0.85393,668,39,,-0.416,-0.387
116,Senate,20735,13,0.0,NY,100,,,"GILLIBRAND, Kirsten",G000555,1966,,-0.453,-0.338,-114.52895,0.81681,566,65,,-0.654,-0.349
116,Senate,29548,47,0.0,NC,200,,,"BURR, Richard M.",B001135,1955,,0.435,-0.07,-25.13575,0.95773,582,5,,0.342,0.189
116,Senate,41504,47,0.0,NC,200,,,"TILLIS, Thomas Roland (Thom)",T000476,1960,,0.388,-0.102,-45.99424,0.92992,633,14,,0.426,0.202
116,Senate,21350,36,0.0,ND,200,,,"CRAMER, Kevin",C001096,1961,,0.397,0.371,-23.63425,0.96435,651,7,,0.373,0.247
116,Senate,41107,36,0.0,ND,200,,,"HOEVEN, John",H001061,1957,,0.399,0.452,-27.18319,0.95947,657,15,,0.371,0.274
116,Senate,29386,24,0.0,OH,200,,,"PORTMAN, Robert Jones (Rob)",P000449,1955,,0.371,-0.208,-28.7474,0.95732,659,6,,0.314,0.104
116,Senate,29389,24,0.0,OH,100,,,"BROWN, Sherrod",B000944,1952,,-0.425,-0.097,-136.01978,0.81299,657,59,,-0.374,-0.106
116,Senate,15424,53,0.0,OK,200,,,"INHOFE, James Mountain",I000024,1934,2024.0,0.552,0.045,-46.16816,0.93133,649,27,,0.617,-0.005
116,Senate,21166,53,0.0,OK,200,,,"LANKFORD, James",L000575,1968,,0.591,0.148,-33.31716,0.95135,668,14,,0.687,0.296
116,Senate,14871,72,0.0,OR,100,,,"WYDEN, Ronald Lee",W000779,1949,,-0.332,-0.486,-122.89495,0.82963,658,65,,-0.376,-0.627
116,Senate,40908,72,0.0,OR,100,,,"MERKLEY, Jeff",M001176,1956,,-0.453,-0.737,-78.05093,0.88894,663,30,,-0.409,-0.724
116,Senate,29935,14,0.0,PA,200,,,"TOOMEY, Patrick Joseph",T000461,1961,,0.624,-0.378,-63.42411,0.90579,641,28,,0.707,-0.107
116,Senate,40703,14,0.0,PA,100,,,"CASEY, Robert (Bob), Jr.",C001070,1960,,-0.313,0.166,-100.38484,0.86047,668,50,,-0.339,0.197
116,Senate,29142,5,0.0,RI,100,,,"REED, John F. (Jack)",R000122,1949,,-0.362,-0.169,-117.2468,0.83858,666,61,,-0.313,-0.076
116,Senate,40704,5,0.0,RI,100,,,"WHITEHOUSE, Sheldon",W000802,1955,,-0.354,-0.111,-130.72371,0.80823,614,54,,-0.291,0.019
116,Senate,21173,48,0.0,SC,200,,,"SCOTT, Tim",S001184,1965,,0.631,0.012,-41.90843,0.93866,662,19,,0.557,0.093
116,Senate,29566,48,0.0,SC,200,,,"GRAHAM, Lindsey O.",G000359,1955,,0.367,-0.278,-31.05972,0.95248,638,11,,0.325,-0.006
116,Senate,29754,37,0.0,SD,200,,,"THUNE, John",T000250,1961,,0.433,0.225,-25.68556,0.96217,666,7,,0.394,0.28
116,Senate,41505,37,0.0,SD,200,,,"ROUNDS, Marion Michael (Mike)",R000605,1954,,0.352,0.079,-48.00938,0.92069,581,19,,0.437,0.388
116,Senate,20351,54,0.0,TN,200,,,"BLACKBURN, Marsha",B001243,1952,,0.632,0.14,-43.42882,0.93594,656,19,,0.695,0.164
116,Senate,40304,54,0.0,TN,200,,,"ALEXANDER, Lamar",A000360,1940,,0.324,-0.176,-28.71808,0.94821,540,9,,0.322,-0.086
116,Senate,40305,49,0.0,TX,200,,,"CORNYN, John",C001056,1952,,0.47,-0.064,-37.90591,0.94427,661,17,,0.44,0.093
116,Senate,41304,49,0.0,TX,200,,,"CRUZ, Rafael Edward (Ted)",C001098,1970,,0.781,-0.185,-51.09614,0.9221,630,25,,0.908,-0.418
116,Senate,41110,67,0.0,UT,200,,,"LEE, Mike",L000577,1971,,0.891,-0.454,-118.712,0.83493,658,71,,0.91,-0.414
116,Senate,41902,67,0.0,UT,200,,,"ROMNEY, Willard Mitt (Mitt)",R000615,1947,,0.286,0.294,-103.13902,0.85593,663,44,,0.39,0.705
116,Senate,14307,6,0.0,VT,100,,,"LEAHY, Patrick Joseph",L000174,1940,,-0.36,-0.121,-117.4496,0.83399,647,67,,-0.279,-0.04
116,Senate,29147,6,0.0,VT,328,,,"SANDERS, Bernard",S000033,1941,,-0.543,-0.42,-37.28539,0.88165,296,14,,-0.775,-0.467
116,Senate,40909,40,0.0,VA,100,,,"WARNER, Mark",W000805,1954,,-0.206,-0.037,-76.07882,0.88971,651,28,,-0.222,-0.019
116,Senate,41305,40,0.0,VA,100,,,"KAINE, Timothy Michael (Tim)",K000384,1958,,-0.242,-0.096,-86.02827,0.87674,654,33,,-0.255,0.005
116,Senate,39310,73,0.0,WA,100,,,"CANTWELL, Maria E.",C000127,1958,,-0.307,-0.404,-107.24407,0.85002,660,41,,-0.36,-0.36
116,Senate,49308,73,0.0,WA,100,,,"MURRAY, Patty",M001111,1950,,-0.354,-0.314,-85.9889,0.87241,630,34,,-0.4,-0.275
116,Senate,20146,56,0.0,WV,200,,,"CAPITO, Shelley Moore",C001047,1953,,0.282,0.144,-23.67525,0.96317,631,6,,0.326,0.177
116,Senate,40915,56,0.0,WV,100,,,"MANCHIN, Joe, III",M001183,1947,,-0.057,0.4,-70.45262,0.89802,655,19,,-0.052,0.388
116,Senate,29940,25,0.0,WI,100,,,"BALDWIN, Tammy",B001230,1962,,-0.488,-0.13,-127.51919,0.82574,666,62,,-0.396,-0.001
116,Senate,41111,25,0.0,WI,200,,,"JOHNSON, Ron",J000293,1955,,0.64,-0.138,-45.62243,0.93151,643,25,,0.61,0.017
116,Senate,40707,68,0.0,WY,200,,,"BARRASSO, John A.",B001261,1952,,0.538,0.198,-31.02652,0.95462,668,16,,0.602,0.323
116,Senate,49706,68,0.0,WY,200,,,"ENZI, Michael B.",E000285,1944,2021.0,0.545,0.199,-42.601,0.93551,639,16,,0.587,0.414
